EOS,n_c (fm^-3),M (M_sun),R (km)
UV14+UVII,0.03313131313131313,0.014861253756065248,5.777193690000005
UV14+UVII,0.056262626262626264,0.043284717064586496,6.940843690000006
UV14+UVII,0.07939393939393939,0.08519351087029933,7.775933690000005
UV14+UVII,0.10252525252525252,0.13936018058923577,8.419363690000006
UV14+UVII,0.12565656565656566,0.20464236381365852,8.939583690000006
UV14+UVII,0.1487878787878788,0.28007714406569906,9.391353690000008
UV14+UVII,0.17191919191919192,0.36452487370963993,9.760983690000007
UV14+UVII,0.19505050505050506,0.45712618722325726,10.089543690000008
UV14+UVII,0.2181818181818182,0.5568282695532191,10.363343690000008
UV14+UVII,0.2413131313131313,0.6628304022371208,10.609763690000008
UV14+UVII,0.2644444444444444,0.7740018469869373,10.81511369000001
UV14+UVII,0.2875757575757576,0.8896975782368256,11.006773690000008
UV14+UVII,0.3107070707070707,1.0084836851788674,11.15736369000001
UV14+UVII,0.3338383838383838,1.1297386057097192,11.294263690000008
UV14+UVII,0.356969696969697,1.252377042027231,11.417473690000008
UV14+UVII,0.3801010101010101,1.3748980814079328,11.49961369000001
UV14+UVII,0.4032323232323232,1.4969537469512024,11.581753690000008
UV14+UVII,0.4263636363636364,1.61697151787323,11.636513690000008
UV14+UVII,0.4494949494949495,1.7342313315452946,11.67758369000001
UV14+UVII,0.4726262626262626,1.8477942803491458,11.704963690000008
UV14+UVII,0.4957575757575758,1.956567343924391,11.704963690000008
UV14+UVII,0.5188888888888888,2.060408893480809,11.704963690000008
UV14+UVII,0.5420202020202021,2.158318103035924,11.691273690000008
UV14+UVII,0.5651515151515152,2.2494828052357505,11.650203690000009
UV14+UVII,0.5882828282828283,2.3342277592438427,11.609133690000009
UV14+UVII,0.6114141414141414,2.412360207888556,11.56806369000001
UV14+UVII,0.6345454545454545,2.4828199713762027,11.49961369000001
UV14+UVII,0.6576767676767676,2.546453917655765,11.431163690000009
UV14+UVII,0.6808080808080809,2.603363762093526,11.362713690000009
UV14+UVII,0.703939393939394,2.6531796690317466,11.28057369000001
UV14+UVII,0.7270707070707071,2.6960678953115367,11.184743690000008
UV14+UVII,0.7502020202020202,2.733396610712568,11.10260369000001
UV14+UVII,0.7733333333333333,2.7643927643221016,11.006773690000008
UV14+UVII,0.7964646464646464,2.789431705785952,10.897253690000008
UV14+UVII,0.8195959595959595,2.8099232508831906,10.801423690000009
UV14+UVII,0.8427272727272728,2.825119745481533,10.691903690000009
UV14+UVII,0.8658585858585859,2.8364247322302094,10.59607369000001
UV14+UVII,0.888989898989899,2.8433913725674906,10.486553690000008
UV14+UVII,0.9121212121212121,2.8467005641052987,10.377033690000008
UV14+UVII,0.9352525252525252,2.846727454386949,10.267513690000008
UV14+UVII,0.9583838383838383,2.8438065819680514,10.157993690000009
UV14+UVII,0.9815151515151516,2.8382449363394087,10.048473690000007
UV14+UVII,1.0046464646464646,2.830319439187995,9.938953690000007
UV14+UVII,1.0277777777777777,2.8209772602234233,9.843123690000008
UV14+UVII,1.050909090909091,2.8092458370049576,9.733603690000008
UV14+UVII,1.0740404040404041,2.796448320223295,9.637773690000008
UV14+UVII,1.0971717171717172,2.7817808579759182,9.528253690000007
UV14+UVII,1.1203030303030304,2.7665281339181114,9.432423690000007
UV14+UVII,1.1434343434343435,2.7502713819351814,9.336593690000008
UV14+UVII,1.1665656565656566,2.7331962512711634,9.240763690000007
UV14+UVII,1.1896969696969697,2.715429117163561,9.144933690000007
UV14+UVII,1.2128282828282828,2.6977858008632136,9.062793690000007
UV14+UVII,1.235959595959596,2.6796157545814365,8.980653690000006
UV14+UVII,1.259090909090909,2.660830738372834,8.884823690000006
UV14+UVII,1.2822222222222222,2.642366094877095,8.802683690000006
UV14+UVII,1.3053535353535353,2.6244433095939526,8.734233690000007
UV14+UVII,1.3284848484848484,2.6060723169030444,8.652093690000006
UV14+UVII,1.3516161616161617,2.5884167253086177,8.583643690000006
UV14+UVII,1.3747474747474748,2.5710372966295605,8.515193690000006
UV14+UVII,1.397878787878788,2.5540289388319843,8.446743690000007
UV14+UVII,1.421010101010101,2.538088804742792,8.391983690000007
UV14+UVII,1.4441414141414142,2.522724488395632,8.337223690000007
UV14+UVII,1.4672727272727273,2.508126439980297,8.282463690000007
UV14+UVII,1.4904040404040404,2.494786836381523,8.241393690000006
UV14+UVII,1.5135353535353535,2.482083398228075,8.186633690000006
UV14+UVII,1.5366666666666666,2.471534030801921,8.159253690000007
UV14+UVII,1.5597979797979797,2.4622322865715325,8.131873690000006
UV14+UVII,1.5829292929292929,2.4546501086721486,8.104493690000007
UV14+UVII,1.606060606060606,2.4492341569818947,8.090803690000007
UV14+UVII,1.629191919191919,2.446148940837764,8.077113690000006
UV14+UVII,1.6523232323232324,2.929780879099541e-17,1.369e-05
UV14+UVII,1.6754545454545455,3.004745494614926e-17,1.369e-05
UV14+UVII,1.6985858585858586,3.079424461336725e-17,1.369e-05
UV14+UVII,1.7217171717171718,3.153598489784162e-17,1.369e-05
UV14+UVII,1.7448484848484849,3.22702839879002e-17,1.369e-05
UV14+UVII,1.767979797979798,3.299461281645231e-17,1.369e-05
UV14+UVII,1.791111111111111,3.3706243313693034e-17,1.369e-05
UV14+UVII,1.8142424242424242,3.4402255088566415e-17,1.369e-05
UV14+UVII,1.8373737373737373,3.507947305584387e-17,1.369e-05
UV14+UVII,1.8605050505050504,3.573459985535648e-17,1.369e-05
UV14+UVII,1.8836363636363636,3.6364098843681666e-17,1.369e-05
UV14+UVII,1.9067676767676767,3.6964204893601025e-17,1.369e-05
UV14+UVII,1.9298989898989898,3.753084042096002e-17,1.369e-05
UV14+UVII,1.9530303030303031,3.8059808430674486e-17,1.369e-05
UV14+UVII,1.9761616161616162,3.8546649656855236e-17,1.369e-05
UV14+UVII,1.9992929292929293,3.8986628837881715e-17,1.369e-05
UV14+UVII,2.022424242424242,3.937464081195396e-17,1.369e-05
UV14+UVII,2.045555555555555,3.9705443469775686e-17,1.369e-05
UV14+UVII,2.0686868686868682,3.997353634638824e-17,1.369e-05
UV14+UVII,2.091818181818182,4.017308048920398e-17,1.369e-05
UV14+UVII,2.114949494949495,4.029781281481502e-17,1.369e-05
UV14+UVII,2.138080808080808,4.034128522342552e-17,1.369e-05
UV14+UVII,2.161212121212121,4.029683361807436e-17,1.369e-05
UV14+UVII,2.1843434343434343,4.015737364031646e-17,1.369e-05
UV14+UVII,2.2074747474747474,3.991534931567427e-17,1.369e-05
UV14+UVII,2.2306060606060605,3.9562928917770425e-17,1.369e-05
UV14+UVII,2.2537373737373736,3.909215915143841e-17,1.369e-05
UV14+UVII,2.2768686868686867,3.849456037916013e-17,1.369e-05
UV14+UVII,2.3,3.776114483180794e-17,1.369e-05
UV14+TNI,0.01,9.092997293746854e-20,1.369e-05
UV14+TNI,0.03313131313131313,3.011461631287422e-19,1.369e-05
UV14+TNI,0.056262626262626264,0.006262995336702682,3.2171636900000022
UV14+TNI,0.07939393939393939,0.040700075701743436,5.571843690000004
UV14+TNI,0.10252525252525252,0.09304635837457015,6.886083690000005
UV14+TNI,0.12565656565656566,0.16115460914875948,7.830693690000006
UV14+TNI,0.1487878787878788,0.24262059786201512,8.556263690000007
UV14+TNI,0.17191919191919192,0.33572661809995846,9.144933690000007
UV14+TNI,0.19505050505050506,0.437903518159498,9.624083690000008
UV14+TNI,0.2181818181818182,0.5471882979012906,10.021093690000008
UV14+TNI,0.2413131313131313,0.6614499388041384,10.349653690000007
UV14+TNI,0.2644444444444444,0.7797186784751708,10.63714369000001
UV14+TNI,0.2875757575757576,0.8982646318587088,10.856183690000009
UV14+TNI,0.3107070707070707,1.017520099837221,11.04784369000001
UV14+TNI,0.3338383838383838,1.1350433210311603,11.198433690000009
UV14+TNI,0.356969696969697,1.2502711108451927,11.321643690000009
UV14+TNI,0.3801010101010101,1.3620405830225992,11.417473690000008
UV14+TNI,0.4032323232323232,1.4694028682322269,11.485923690000009
UV14+TNI,0.4263636363636364,1.5724558189996365,11.540683690000009
UV14+TNI,0.4494949494949495,1.6697751948199557,11.56806369000001
UV14+TNI,0.4726262626262626,1.7617625412555447,11.581753690000008
UV14+TNI,0.4957575757575758,1.8481327067833064,11.581753690000008
UV14+TNI,0.5188888888888888,1.9295793577061637,11.581753690000008
UV14+TNI,0.5420202020202021,2.0043143484145425,11.55437369000001
UV14+TNI,0.5651515151515152,2.073967764394717,11.526993690000008
UV14+TNI,0.5882828282828283,2.137785818994326,11.485923690000009
UV14+TNI,0.6114141414141414,2.1957795534595,11.431163690000009
UV14+TNI,0.6345454545454545,2.2499931000190063,11.39009369000001
UV14+TNI,0.6576767676767676,2.2978404683267653,11.321643690000009
UV14+TNI,0.6808080808080809,2.342238407047882,11.266883690000009
UV14+TNI,0.703939393939394,2.3815479122166354,11.198433690000009
UV14+TNI,0.7270707070707071,2.4168910621561106,11.129983690000008
UV14+TNI,0.7502020202020202,2.4484457158438846,11.061533690000008
UV14+TNI,0.7733333333333333,2.4756946613066213,10.979393690000009
UV14+TNI,0.7964646464646464,2.499531372216275,10.897253690000008
UV14+TNI,0.8195959595959595,2.5212818811745312,10.828803690000008
UV14+TNI,0.8427272727272728,2.5392106076623597,10.746663690000009
UV14+TNI,0.8658585858585859,2.5544368770128663,10.664523690000008
UV14+TNI,0.888989898989899,2.5671639841093636,10.58238369000001
UV14+TNI,0.9121212121212121,2.5775763227642883,10.500243690000008
UV14+TNI,0.9352525252525252,2.5867155386803136,10.431793690000008
UV14+TNI,0.9583838383838383,2.5930562852853787,10.349653690000007
UV14+TNI,0.9815151515151516,2.597562340221169,10.267513690000008
UV14+TNI,1.0046464646464646,2.600376122376526,10.185373690000008
UV14+TNI,1.0277777777777777,2.6016276000708225,10.103233690000007
UV14+TNI,1.050909090909091,2.6014344650648633,10.021093690000008
UV14+TNI,1.0740404040404041,2.6008399388306973,9.952643690000007
UV14+TNI,1.0971717171717172,2.598207691262994,9.870503690000008
UV14+TNI,1.1203030303030304,2.5952455611688667,9.802053690000008
UV14+TNI,1.1434343434343435,2.5905837342851328,9.719913690000007
UV14+TNI,1.1665656565656566,2.5857550164723357,9.651463690000007
UV14+TNI,1.1896969696969697,2.5793180347158553,9.569323690000008
UV14+TNI,1.2128282828282828,2.5729815409563708,9.500873690000008
UV14+TNI,1.235959595959596,2.565951834286349,9.432423690000007
UV14+TNI,1.259090909090909,2.558313200303263,9.363973690000007
UV14+TNI,1.2822222222222222,2.550135624604748,9.295523690000008
UV14+TNI,1.3053535353535353,2.541471279293602,9.227073690000008
UV14+TNI,1.3284848484848484,2.5323584233935548,9.158623690000006
UV14+TNI,1.3516161616161617,2.523680469367841,9.103863690000006
UV14+TNI,1.3747474747474748,2.5139000231823747,9.035413690000006
UV14+TNI,1.397878787878788,2.504569663518882,8.980653690000006
UV14+TNI,1.421010101010101,2.4942389308756066,8.912203690000007
UV14+TNI,1.4441414141414142,2.484489149766217,8.857443690000007
UV14+TNI,1.4672727272727273,2.474542523275297,8.802683690000006
UV14+TNI,1.4904040404040404,2.4644509568453183,8.747923690000006
UV14+TNI,1.5135353535353535,2.454250838247335,8.693163690000006
UV14+TNI,1.5366666666666666,2.44396247950033,8.638403690000006
UV14+TNI,1.5597979797979797,2.434314739673962,8.597333690000006
UV14+TNI,1.5829292929292929,2.4240210393742534,8.542573690000006
UV14+TNI,1.606060606060606,2.4143149089827713,8.501503690000007
UV14+TNI,1.629191919191919,2.4040684840064652,8.446743690000007
UV14+TNI,1.6523232323232324,2.3945096251819304,8.405673690000006
UV14+TNI,1.6754545454545455,2.3850093301808863,8.364603690000006
UV14+TNI,1.6985858585858586,2.3756117575222695,8.323533690000007
UV14+TNI,1.7217171717171718,2.366340747215636,8.282463690000007
UV14+TNI,1.7448484848484849,2.35719978998452,8.241393690000006
UV14+TNI,1.767979797979798,2.348808505145527,8.214013690000007
UV14+TNI,1.791111111111111,2.3400848911573866,8.172943690000006
UV14+TNI,1.8142424242424242,2.3320901539985948,8.145563690000007
UV14+TNI,1.8373737373737373,2.32375243582069,8.104493690000007
UV14+TNI,1.8605050505050504,2.3162819939872428,8.077113690000006
UV14+TNI,1.8836363636363636,2.3090630781388404,8.049733690000007
UV14+TNI,1.9067676767676767,2.302120082527324,8.022353690000006
UV14+TNI,1.9298989898989898,2.296079335527492,8.008663690000006
UV14+TNI,1.9530303030303031,2.2898446757816795,7.981283690000007
UV14+TNI,1.9761616161616162,2.2838739714299834,7.953903690000007
UV14+TNI,1.9992929292929293,2.2789811562664926,7.940213690000006
UV14+TNI,2.022424242424242,2.274467752074511,7.926523690000007
UV14+TNI,2.045555555555555,2.270388617870437,7.9128336900000065
UV14+TNI,2.0686868686868682,2.2667769364597543,7.899143690000006
UV14+TNI,2.091818181818182,2.263642449771039,7.885453690000006
UV14+TNI,2.114949494949495,2.2617139103221233,7.885453690000006
UV14+TNI,2.138080808080808,2.2602707206641472,7.885453690000006
UV14+TNI,2.161212121212121,2.258925323123626,7.871763690000005
UV14+TNI,2.1843434343434343,3.32060127052299e-17,1.369e-05
UV14+TNI,2.2074747474747474,3.370248543867906e-17,1.369e-05
UV14+TNI,2.2306060606060605,3.4198695829079894e-17,1.369e-05
UV14+TNI,2.2537373737373736,3.46944367755171e-17,1.369e-05
UV14+TNI,2.2768686868686867,3.5189496784473185e-17,1.369e-05
UV14+TNI,2.3,3.568365902266335e-17,1.369e-05
